country,year,population,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production
Africa,1900,138752199.0,,,48.144,6.68,,,0.0,0.0,,,0.0,0.0
Africa,1901,139021447.0,67.81,4.53,80.634,11.21,,0.0,0.0,0.0,,0.0,0.0,0.0
Africa,1902,139489077.0,49.068,5.5,119.797,16.71,,0.0,0.0,0.0,,0.0,0.0,0.0
Africa,1903,139992790.0,35.697,5.965,161.976,22.675,,0.0,0.0,0.0,,0.0,0.0,0.0
Africa,1904,140510536.0,12.88,2.921,182.165,25.596,,0.0,0.0,0.0,,0.0,0.0,0.0
Africa,1905,141042447.0,15.171,3.883,209.009,29.479,,0.0,0.0,0.0,,0.0,0.0,0.0
Africa,1906,141588654.0,14.187,4.182,237.742,33.662,,0.0,0.0,0.0,,0.0,0.0,0.0
Africa,1907,142149308.0,10.355,3.485,261.324,37.147,,0.0,0.0,0.0,,0.0,0.0,0.0
Africa,1908,142724535.0,3.723,1.383,269.959,38.53,,0.0,0.0,0.0,,0.0,0.0,0.0
Africa,1909,143305202.0,14.77,5.691,308.577,44.221,,0.0,0.0,0.0,,0.0,0.0,0.0
Africa,1910,144064903.0,13.15,5.815,347.313,50.036,,0.0,0.0,0.0,,0.0,0.0,0.0
Africa,1911,144480832.0,-3.163,-1.583,335.36,48.453,,0.0,0.0,0.0,,0.035,0.241,0.035
Africa,1912,145067004.0,6.005,2.909,354.061,51.363,,0.0,0.0,0.0,833.333,0.291,2.245,0.326
Africa,1913,145657208.0,9.501,4.88,386.131,56.243,,0.0,0.0,0.0,-53.571,-0.174,1.038,0.151
Africa,1914,146256012.0,-1.556,-0.875,378.566,55.367,,0.0,0.0,0.0,669.231,1.012,7.952,1.163
Africa,1915,146863516.0,1.472,0.815,382.548,56.182,,0.0,0.0,0.0,-70.0,-0.814,2.376,0.349
Africa,1916,147479796.0,18.252,10.254,450.479,66.437,,0.0,0.0,0.0,96.667,0.337,4.653,0.686
Africa,1917,148104957.0,8.094,5.377,484.883,71.814,,0.0,0.0,0.0,133.898,0.919,10.837,1.605
Africa,1918,148713464.0,-4.225,-3.034,462.495,68.779,,0.0,0.0,0.0,105.072,1.686,22.132,3.291
Africa,1919,149572638.0,3.719,2.558,476.94,71.337,,0.0,0.0,0.0,-20.495,-0.675,17.495,2.617
Africa,1920,150861520.0,11.518,8.216,527.328,79.553,,0.0,0.0,0.0,-33.778,-0.884,11.486,1.733
Africa,1921,152062212.0,-0.596,-0.474,520.044,79.079,,0.0,0.0,0.0,22.819,0.395,13.996,2.128
Africa,1922,153693154.0,-14.562,-11.515,439.603,67.564,,0.0,0.0,0.0,-4.918,-0.105,13.167,2.024
Africa,1923,155594335.0,21.95,14.83,529.544,82.394,,0.0,0.0,0.0,-11.494,-0.233,11.511,1.791
Africa,1924,157523780.0,5.455,4.495,551.59,86.889,,0.0,0.0,0.0,7.143,0.128,12.182,1.919
Africa,1925,159481926.0,5.02,4.362,572.17,91.251,,0.0,0.0,0.0,10.303,0.198,13.272,2.117
Africa,1926,161469210.0,7.341,6.699,606.613,97.949,,0.0,0.0,0.0,-4.396,-0.093,12.533,2.024
Africa,1927,163486087.0,-1.815,-1.778,588.255,96.172,,0.0,0.0,0.0,6.897,0.14,13.232,2.163
Africa,1928,165533025.0,1.74,1.673,591.089,97.845,,0.0,0.0,0.0,44.624,0.965,18.899,3.128
Africa,1929,167612506.0,2.231,2.183,596.779,100.028,,0.0,0.0,0.0,2.23,0.07,19.081,3.198
Africa,1930,169924067.0,-5.87,-5.872,554.106,94.156,,0.0,0.0,0.0,4.364,0.14,19.643,3.338
Africa,1931,171875191.0,-13.17,-12.4,475.669,81.756,,0.0,0.0,0.0,1.045,0.035,19.623,3.373
Africa,1932,174050964.0,-10.534,-8.612,420.242,73.144,,0.0,0.0,0.0,-6.207,-0.209,18.175,3.163
Africa,1933,176265430.0,7.618,5.572,446.574,78.715,,0.0,0.0,0.0,-11.765,-0.372,15.835,2.791
Africa,1934,178512860.0,14.806,11.655,506.239,90.37,,0.0,0.0,0.0,-7.5,-0.209,14.463,2.582
Africa,1935,180793768.0,10.924,9.872,554.457,100.242,,0.0,0.0,0.0,-18.018,-0.465,11.708,2.117
Africa,1936,183108678.0,8.657,8.678,594.837,108.92,,0.0,0.0,0.0,0.549,0.012,11.623,2.128
Africa,1937,185458104.0,7.642,8.323,632.181,117.243,,0.0,0.0,0.0,-4.918,-0.105,10.911,2.024
Africa,1938,187842584.0,4.858,5.695,654.476,122.938,,0.0,0.0,0.0,31.609,0.64,14.178,2.663
Africa,1939,190381812.0,3.255,4.002,666.766,126.94,,0.0,0.0,0.0,193.013,5.14,40.99,7.804
Africa,1940,193306256.0,4.812,6.108,688.277,133.048,,0.0,0.0,0.0,39.195,3.059,56.193,10.862
Africa,1941,195943401.0,7.466,9.933,729.707,142.981,,0.0,0.0,0.0,31.37,3.408,72.827,14.27
Africa,1942,198975492.0,9.864,14.103,789.467,157.085,,0.0,0.0,0.0,-3.26,-0.465,69.379,13.805
Africa,1943,202181814.0,1.772,2.784,790.717,159.869,,0.0,0.0,0.0,8.677,1.198,74.204,15.003
Africa,1944,205448384.0,11.063,17.687,864.234,177.555,,0.0,0.0,0.0,5.271,0.791,76.874,15.794
Africa,1945,208776384.0,1.443,2.561,862.726,180.117,,0.0,0.0,0.0,-0.368,-0.058,75.37,15.735
Africa,1946,212172008.0,1.082,1.949,858.104,182.066,,0.843,3.971,0.843,-5.026,-0.791,70.436,14.945
Africa,1947,215621479.0,-0.843,-1.534,837.262,180.532,0.0,0.0,3.908,0.843,4.047,0.605,72.114,15.549
Africa,1948,219141050.0,3.155,5.695,849.805,186.227,2.899,0.024,3.956,0.867,41.66,6.478,100.516,22.027
Africa,1949,223001287.0,6.564,12.224,889.911,198.451,1.408,0.012,3.943,0.879,21.753,4.792,120.263,26.819
Africa,1950,227549730.0,4.61,9.148,912.324,207.599,5.536,0.049,4.078,0.928,14.874,3.989,135.39,30.808
Africa,1951,232484439.0,1.392,2.89,905.388,210.489,7.878,0.073,4.306,1.001,-8.834,-2.721,120.81,28.086
Africa,1952,237586485.0,5.927,12.476,938.455,222.964,2.423,0.024,4.315,1.025,3.478,0.977,122.328,29.063
Africa,1953,242837870.0,3.101,6.914,946.631,229.878,8.272,0.085,4.571,1.11,1.601,0.465,121.598,29.529
Africa,1954,248245229.0,2.624,6.032,950.31,235.91,10.925,0.121,4.96,1.231,-14.888,-4.396,101.24,25.132
Africa,1955,253848117.0,10.722,25.293,1028.974,261.203,-0.978,-0.012,4.803,1.219,-8.468,-2.128,90.622,23.004
Africa,1956,259631766.0,4.708,12.297,1053.417,273.501,10.989,0.134,5.212,1.353,-5.561,-1.279,83.676,21.725
Africa,1957,265515596.0,3.978,10.879,1071.045,284.379,-0.853,-0.012,5.053,1.342,43.308,9.409,117.257,31.134
Africa,1958,271429963.0,4.161,11.834,1091.307,296.213,6.396,0.086,5.259,1.428,68.061,21.19,192.769,52.323
Africa,1959,277648583.0,-1.581,-4.684,1049.996,291.53,15.303,0.218,5.928,1.646,29.34,15.352,243.743,67.675
Africa,1960,284288223.0,-6.406,-18.674,959.786,272.856,7.419,0.122,6.22,1.768,137.137,92.807,564.506,160.482
Africa,1961,291177974.0,11.328,30.908,1043.223,303.764,60.776,1.075,9.763,2.843,71.367,114.532,944.49,275.015
Africa,1962,298334455.0,3.009,9.141,1048.84,312.905,59.692,1.697,15.217,4.54,64.27,176.753,1514.298,451.767
Africa,1963,305755585.0,2.272,7.109,1046.633,320.014,34.124,1.549,19.914,6.089,47.293,213.655,2176.32,665.422
Africa,1964,313466087.0,6.096,19.509,1083.124,339.523,85.973,5.235,36.123,11.323,43.932,292.332,3055.366,957.754
Africa,1965,321447378.0,8.434,28.637,1145.318,368.159,176.044,19.934,97.241,31.258,28.958,277.347,3842.312,1235.101
Africa,1966,329658389.0,-1.023,-3.765,1105.371,364.395,22.341,6.983,116.002,38.241,27.263,336.726,4768.048,1571.827
Africa,1967,338159967.0,1.464,5.335,1093.357,369.73,-16.316,-6.24,94.634,32.001,10.008,157.31,5113.37,1729.137
Africa,1968,346980412.0,4.709,17.41,1115.741,387.14,39.987,12.796,129.108,44.798,28.164,486.989,6386.891,2216.126
Africa,1969,356070643.0,1.415,5.479,1102.643,392.619,-16.113,-7.218,105.54,37.58,27.172,602.168,7914.986,2818.294
Africa,1970,365450443.0,4.397,17.264,1121.581,409.882,-19.969,-7.504,82.297,30.076,20.627,581.335,9302.572,3399.629
Africa,1971,375086296.0,7.04,28.855,1169.698,438.738,23.1,6.947,98.705,37.023,-6.43,-218.599,8480.795,3181.03
Africa,1972,384930776.0,-0.545,-2.391,1133.571,436.346,75.931,28.112,169.212,65.135,0.413,13.144,8298.046,3194.173
Africa,1973,395212420.0,6.38,27.841,1174.525,464.187,50.952,33.187,248.783,98.322,4.782,152.748,8468.665,3346.922
Africa,1974,406069208.0,5.34,24.785,1204.161,488.973,4.356,4.283,252.679,102.605,-7.809,-261.354,7598.625,3085.567
Africa,1975,417556976.0,5.379,26.304,1234.026,515.276,12.403,12.726,276.205,115.331,-8.247,-254.475,6780.135,2831.093
Africa,1976,429573262.0,9.667,49.81,1315.459,565.086,19.033,21.951,319.578,137.282,19.286,546.017,7861.546,3377.11
Africa,1977,441701768.0,10.112,57.143,1408.709,622.229,1.963,2.695,316.904,139.977,4.854,163.926,8016.802,3541.036
Africa,1978,454463053.0,5.569,34.652,1445.401,656.882,33.372,46.713,410.793,186.69,-2.386,-84.49,7605.778,3456.545
Africa,1979,467976240.0,13.524,88.837,1593.497,745.719,51.765,96.64,605.437,283.33,9.943,343.678,8120.548,3800.224
Africa,1980,481543145.0,12.0,89.483,1734.427,835.202,-12.362,-35.027,515.641,248.303,-8.098,-307.736,7252.699,3492.487
Africa,1981,495655683.0,8.944,74.702,1835.757,909.903,6.623,16.445,534.137,264.748,-20.597,-719.347,5594.892,2773.14
Africa,1982,510540596.0,9.76,88.809,1956.185,998.712,22.801,60.365,636.801,325.113,-3.861,-107.079,5222.036,2666.062
Africa,1983,525335348.0,1.318,13.161,1926.146,1011.873,34.402,111.844,831.767,436.957,1.361,36.29,5144.05,2702.352
Africa,1984,540183119.0,11.521,116.58,2089.019,1128.453,4.965,21.694,849.065,458.651,6.788,183.428,5342.224,2885.779
Africa,1985,555652995.0,6.244,70.458,2157.661,1198.911,10.253,47.027,910.061,505.678,3.97,114.552,5399.649,3000.331
Africa,1986,571646786.0,2.551,30.581,2150.788,1229.491,4.838,24.465,927.396,530.143,-0.287,-8.62,5233.497,2991.711
Africa,1987,588080029.0,0.104,1.284,2092.87,1230.775,9.212,48.835,984.523,578.978,0.198,5.926,5097.329,2997.637
Africa,1988,604511530.0,2.775,34.156,2092.485,1264.931,6.659,38.554,1021.539,617.532,4.248,127.326,5169.403,3124.964
Africa,1989,621167964.0,-2.884,-36.481,1977.646,1228.45,9.696,59.876,1090.539,677.408,10.37,324.068,5552.495,3449.032
Africa,1990,638157571.0,-0.588,-7.224,1913.675,1221.226,6.522,44.183,1130.74,721.591,7.171,247.34,5792.256,3696.372
Africa,1991,655040869.0,1.98,24.185,1901.271,1245.411,7.187,51.861,1180.769,773.452,3.739,138.225,5853.981,3834.597
Africa,1992,671931834.0,2.274,28.324,1895.631,1273.735,4.503,34.831,1202.924,808.283,1.896,72.7,5815.021,3907.298
Africa,1993,689140286.0,1.834,23.36,1882.193,1297.095,3.108,25.124,1209.343,833.407,-1.304,-50.938,5595.899,3856.36
Africa,1994,706488557.0,3.933,51.014,1908.182,1348.109,-5.251,-43.76,1117.706,789.646,-0.201,-7.767,5447.495,3848.593
Africa,1995,724331972.0,5.088,68.586,1955.864,1416.695,10.519,83.059,1204.841,872.705,1.62,62.361,5399.393,3910.953
Africa,1996,742765067.0,-0.307,-4.344,1901.477,1412.351,6.946,60.62,1256.555,933.325,3.238,126.621,5435.87,4037.574
Africa,1997,761224818.0,6.367,89.923,1973.495,1502.273,11.602,108.286,1368.336,1041.611,2.325,93.88,5427.377,4131.454
Africa,1998,779908311.0,1.343,20.174,1952.085,1522.447,6.5,67.705,1422.368,1109.316,0.336,13.892,5315.171,4145.346
Africa,1999,799099611.0,-0.172,-2.62,1901.925,1519.828,9.682,107.409,1522.621,1216.726,-2.827,-117.197,5040.86,4028.149
Africa,2000,818952374.0,-0.097,-1.474,1854.02,1518.354,11.037,134.287,1649.684,1351.012,7.228,291.173,5274.204,4319.322
Africa,2001,839464127.0,-0.251,-3.817,1804.171,1514.537,2.768,37.401,1653.928,1388.413,-1.004,-43.346,5093.697,4275.976
Africa,2002,860611762.0,-1.674,-25.354,1730.377,1489.183,4.387,60.906,1684.057,1449.319,0.673,28.767,5001.956,4304.742
Africa,2003,882349569.0,7.456,111.037,1813.589,1600.22,7.373,106.862,1763.679,1556.181,8.763,377.239,5306.265,4681.981
Africa,2004,904781595.0,2.212,35.395,1807.746,1635.615,5.112,79.552,1807.876,1635.733,11.293,528.725,5759.076,5210.706
Africa,2005,927898412.0,0.649,10.62,1774.154,1646.235,3.965,64.858,1832.735,1700.592,3.67,191.212,5821.669,5401.917
Africa,2006,951740562.0,-0.681,-11.208,1717.933,1635.026,8.282,140.85,1934.815,1841.442,2.333,126.003,5808.223,5527.921
Africa,2007,976461747.0,-0.039,-0.638,1673.786,1634.388,6.263,115.325,2003.936,1956.767,2.067,114.278,5778.208,5642.199
Africa,2008,1001981577.0,1.607,26.262,1657.366,1660.65,3.667,71.755,2024.51,2028.522,1.014,57.211,5688.139,5699.41
Africa,2009,1028200528.0,-0.842,-13.987,1601.5,1646.663,-5.696,-115.547,1860.508,1912.975,-3.802,-216.699,5332.336,5482.711
Africa,2010,1055233717.0,3.719,61.244,1618.51,1707.907,5.316,101.687,1909.21,2014.662,3.287,180.223,5366.521,5662.934
Africa,2011,1082676070.0,-0.549,-9.385,1568.818,1698.522,-0.453,-9.132,1852.382,2005.53,-16.641,-942.35,4360.107,4720.584
Africa,2012,1110797495.0,4.027,68.392,1590.671,1766.914,3.053,61.228,1860.607,2066.758,8.978,423.794,4631.248,5144.378
Africa,2013,1140180888.0,0.289,5.107,1554.158,1772.021,-3.692,-76.296,1745.742,1990.462,-7.343,-377.747,4180.592,4766.631
Africa,2014,1170299297.0,3.371,59.74,1565.207,1831.761,0.283,5.636,1705.631,1996.098,-4.647,-221.49,3883.742,4545.141
Africa,2015,1201108186.0,-3.971,-72.747,1464.493,1759.014,4.246,84.76,1732.449,2080.859,-1.124,-51.067,3741.606,4494.074
Africa,2016,1232111820.0,-0.155,-2.732,1425.424,1756.282,1.825,37.971,1719.674,2118.83,-6.647,-298.723,3405.008,4195.351
Africa,2017,1263333997.0,2.269,39.848,1421.739,1796.131,8.334,176.589,1816.954,2295.419,6.861,287.839,3548.697,4483.19
Africa,2018,1295265310.0,2.422,43.508,1420.28,1839.639,5.334,122.436,1866.687,2417.855,1.844,82.676,3525.043,4565.866
Africa,2019,1327701380.0,-2.336,-42.97,1353.218,1796.669,0.517,12.511,1830.507,2430.366,1.189,54.301,3479.824,4620.167
Africa,2020,1360677453.0,-3.898,-70.03,1268.956,1726.639,-4.777,-116.11,1700.812,2314.256,-16.644,-768.995,2830.334,3851.172
Africa,2021,1393676724.0,-4.619,-79.75,1181.687,1646.889,11.908,275.572,1858.271,2589.828,4.29,165.214,2881.864,4016.386
Africa,2022,1426736614.0,1.193,19.653,1168.08,1666.542,-3.87,-100.236,1744.956,2489.593,-3.772,-151.501,2708.899,3864.885
Asia,1900,931021418.0,,,111.64,103.939,,,0.0,0.0,,,7.108,6.617
Asia,1901,936837460.0,14.405,14.973,126.929,118.912,,0.0,0.0,0.0,56.415,3.733,11.049,10.351
Asia,1902,943188646.0,9.136,10.864,137.593,129.776,,0.0,0.0,0.0,-20.337,-2.105,8.742,8.246
Asia,1903,950002351.0,7.555,9.805,146.927,139.581,,0.0,0.0,0.0,77.292,6.373,15.388,14.619
Asia,1904,956881796.0,8.363,11.674,158.07,151.254,,0.0,0.0,0.0,22.037,3.222,18.644,17.84
Asia,1905,963829803.0,6.259,9.468,166.753,160.722,,0.0,0.0,0.0,17.992,3.21,21.84,21.05
Asia,1906,970850359.0,41.191,66.202,233.738,226.924,,0.0,0.0,0.0,4.696,0.989,22.701,22.039
Asia,1907,977962578.0,7.031,15.954,248.351,242.878,,0.0,0.0,0.0,17.414,3.838,26.46,25.877
Asia,1908,985168224.0,15.057,36.571,283.656,279.449,,0.0,0.0,0.0,6.472,1.675,27.966,27.551
Asia,1909,992399416.0,-2.59,-7.237,274.297,272.212,,0.0,0.0,0.0,13.212,3.64,31.431,31.192
Asia,1910,999734197.0,0.518,1.41,273.695,273.622,,0.0,0.0,0.0,-3.132,-0.977,30.223,30.215
Asia,1911,1006906259.0,17.464,47.786,319.204,321.408,,0.0,0.0,0.0,9.892,2.989,32.976,33.204
Asia,1912,1014258627.0,-8.576,-27.563,289.715,293.846,,0.0,0.0,0.0,-2.277,-0.756,31.992,32.448
Asia,1913,1021655026.0,9.006,26.463,313.52,320.309,,0.0,0.0,0.0,13.047,4.233,35.904,36.681
Asia,1914,1029157886.0,7.297,23.372,333.943,343.68,,0.0,0.0,0.0,6.373,2.338,37.913,39.019
Asia,1915,1036769812.0,-2.193,-7.538,324.221,336.143,,0.0,0.0,0.0,7.809,3.047,40.574,42.066
Asia,1916,1044435476.0,7.905,26.573,347.284,362.716,,0.0,0.0,0.0,11.252,4.733,44.808,46.799
Asia,1917,1052130725.0,10.654,38.645,381.474,401.361,,0.0,0.0,0.0,5.89,2.756,47.1,49.555
Asia,1918,1060373054.0,8.88,35.643,412.122,437.003,,0.0,0.0,0.0,2.605,1.291,47.951,50.846
Asia,1919,1068593053.0,12.049,52.654,458.226,489.657,,0.0,0.0,0.0,17.406,8.85,55.865,59.697
Asia,1920,1076882587.0,-8.503,-41.635,416.036,448.022,,0.0,0.0,0.0,12.351,7.373,62.282,67.07
Asia,1921,1084870900.0,-2.338,-10.473,403.319,437.549,,0.0,0.0,0.0,12.589,8.443,69.606,75.514
Asia,1922,1092809083.0,3.608,15.786,414.834,453.335,,1.651,1.511,1.651,12.768,9.641,77.923,85.155
Asia,1923,1100634861.0,7.75,35.131,443.804,488.466,29.673,0.49,1.946,2.141,18.069,15.386,91.349,100.541
Asia,1924,1108597477.0,7.326,35.786,472.897,524.252,22.883,0.49,2.374,2.631,8.791,8.839,98.665,109.38
Asia,1925,1116680767.0,1.301,6.819,475.58,531.071,18.622,0.49,2.795,3.121,3.934,4.303,101.805,113.683
Asia,1926,1124894923.0,-1.376,-7.306,465.613,523.765,15.698,0.49,3.21,3.611,2.21,2.512,103.294,116.195
Asia,1927,1133396748.0,7.57,39.651,497.104,563.416,13.568,0.49,3.619,4.101,12.741,14.805,115.582,131.0
Asia,1928,1141730060.0,1.898,10.693,502.842,574.109,11.947,0.49,4.021,4.591,9.917,12.991,126.117,143.991
Asia,1929,1151056239.0,3.052,17.523,513.991,591.632,34.033,1.563,5.346,6.154,6.227,8.967,132.885,152.958
Asia,1930,1161261469.0,-2.161,-12.788,498.461,578.844,-1.615,-0.099,5.214,6.055,2.175,3.326,134.581,156.284
Asia,1931,1172361616.0,-7.041,-40.755,458.979,538.089,12.084,0.732,5.789,6.786,-6.05,-9.455,125.242,146.829
Asia,1932,1184348844.0,-3.302,-17.768,439.331,520.321,10.781,0.732,6.348,7.518,9.038,13.27,135.179,160.099
Asia,1933,1197191774.0,8.89,46.257,473.255,566.577,9.732,0.732,6.891,8.25,8.637,13.828,145.279,173.927
Asia,1934,1210196783.0,12.313,69.761,525.814,636.338,8.869,0.732,7.421,8.981,13.373,23.26,162.938,197.187
Asia,1935,1223370395.0,8.016,51.011,561.849,687.349,8.146,0.732,7.939,9.713,17.069,33.657,188.695,230.844
Asia,1936,1236808546.0,8.482,58.298,602.88,745.647,7.533,0.732,8.445,10.444,9.728,22.458,204.802,253.301
Asia,1937,1250648056.0,4.712,35.132,624.3,780.78,19.411,2.027,9.972,12.472,16.846,42.67,236.655,295.972
Asia,1938,1264417870.0,5.702,44.517,652.709,825.297,-95.776,-11.945,0.417,0.527,2.059,6.094,238.897,302.066
Asia,1939,1276967495.0,7.926,65.417,697.523,890.714,-2.857,-0.015,0.401,0.512,1.047,3.163,239.027,305.229
Asia,1940,1288504299.0,14.297,127.344,790.108,1018.057,-2.941,-0.015,0.385,0.497,-7.88,-24.051,218.221,281.178
Asia,1941,1297916592.0,6.632,67.516,836.397,1085.573,-3.03,-0.015,0.371,0.482,-18.303,-51.463,176.988,229.716
Asia,1942,1306306710.0,-3.081,-33.45,805.418,1052.123,-3.125,-0.015,0.357,0.467,-4.475,-10.281,167.981,219.435
Asia,1943,1313105324.0,-5.043,-53.063,760.837,999.06,-3.226,-0.015,0.344,0.452,21.126,46.357,202.415,265.792
Asia,1944,1319615577.0,-1.265,-12.642,747.504,986.417,-3.333,-0.015,0.331,0.437,5.929,15.759,213.358,281.551
Asia,1945,1326239826.0,-37.48,-369.711,465.004,616.706,-3.448,-0.015,0.318,0.421,14.317,40.31,242.686,321.86
Asia,1946,1333266093.0,-19.658,-121.234,371.623,495.473,189.385,0.798,0.915,1.22,28.0,90.121,309.001,411.981
Asia,1947,1341005319.0,14.429,71.492,422.791,566.965,8.54,0.104,0.987,1.324,25.39,104.6,385.219,516.581
Asia,1948,1349300090.0,6.102,34.599,445.834,601.564,331.016,4.382,4.229,5.706,42.625,220.191,546.04,736.772
Asia,1949,1361855386.0,25.799,155.2,555.686,756.763,40.231,2.295,5.875,8.001,24.505,180.544,673.578,917.316
Asia,1950,1378554727.0,10.378,78.533,605.922,835.297,7.121,0.57,6.217,8.571,24.368,223.529,827.566,1140.845
Asia,1951,1405143078.0,12.993,108.528,671.693,943.825,31.875,2.732,8.044,11.303,11.219,127.988,902.992,1268.833
Asia,1952,1434494047.0,10.916,103.032,729.774,1046.857,30.74,3.474,10.301,14.777,7.847,99.564,953.923,1368.397
Asia,1953,1465867616.0,4.955,51.874,749.543,1098.731,26.837,3.966,12.786,18.743,15.84,216.76,1081.378,1585.157
Asia,1954,1498211442.0,2.373,26.071,750.763,1124.802,16.806,3.15,14.613,21.893,12.471,197.687,1189.982,1782.844
Asia,1955,1532368957.0,12.751,143.421,827.622,1268.223,62.13,13.602,23.164,35.495,16.917,301.601,1360.276,2084.445
Asia,1956,1566934853.0,9.828,124.64,888.909,1392.863,20.271,7.195,27.244,42.69,6.722,140.118,1419.691,2224.563
Asia,1957,1603074679.0,14.524,202.306,995.068,1595.169,15.976,6.82,30.885,49.51,4.291,95.447,1447.225,2320.01
Asia,1958,1639899539.0,52.01,829.644,1478.635,2424.813,3.129,1.549,31.136,51.06,18.618,431.938,1678.12,2751.949
Asia,1959,1672174028.0,17.962,435.539,1710.559,2860.352,19.592,10.003,36.517,61.063,8.569,235.822,1786.758,2987.77
Asia,1960,1698939691.0,19.093,546.14,2005.069,3406.491,40.809,24.92,50.61,85.983,14.499,433.183,2013.581,3420.953
Asia,1961,1725304326.0,-27.16,-925.188,1438.183,2481.303,11.951,10.276,55.792,96.259,6.634,226.948,2114.352,3647.901
Asia,1962,1760632925.0,2.759,68.451,1448.203,2549.754,16.202,15.596,63.531,111.855,9.519,347.237,2269.148,3995.137
Asia,1963,1806724539.0,1.431,36.48,1431.449,2586.234,16.065,17.969,71.856,129.824,9.364,374.091,2418.314,4369.228
Asia,1964,1854882565.0,8.561,221.417,1513.655,2807.651,14.372,18.659,80.05,148.483,11.382,497.287,2623.624,4866.515
Asia,1965,1901594742.0,3.692,103.658,1530.983,2911.309,9.849,14.625,85.774,163.107,10.707,521.08,2833.198,5387.595
Asia,1966,1948036863.0,7.124,207.413,1600.956,3118.722,7.456,12.162,89.972,175.269,11.552,622.367,3085.137,6009.961
Asia,1967,1994226633.0,-19.051,-594.142,1265.944,2524.58,12.043,21.108,98.473,196.377,6.774,407.132,3217.836,6417.094
Asia,1968,2042761361.0,17.746,448.017,1455.185,2972.597,35.611,69.932,130.367,266.309,12.818,822.573,3544.059,7239.667
Asia,1969,2093665797.0,5.955,177.003,1504.347,3149.6,19.389,51.635,151.86,317.944,10.506,760.629,3821.19,8000.296
Asia,1970,2144906508.0,5.424,170.827,1548.052,3320.427,-25.425,-80.837,110.544,237.107,13.875,1110.032,4247.424,9110.328
Asia,1971,2195423804.0,3.858,128.102,1570.781,3448.529,33.334,79.038,144.002,316.145,16.83,1533.271,4848.084,10643.599
Asia,1972,2245577141.0,2.024,69.784,1566.775,3518.313,17.599,55.637,165.562,371.782,12.215,1300.13,5318.779,11943.729
Asia,1973,2296593872.0,5.042,177.385,1609.208,3695.698,18.562,69.011,191.933,440.793,17.34,2071.021,6102.406,14014.749
Asia,1974,2346946783.0,1.973,72.934,1605.76,3768.632,14.098,62.145,214.295,502.938,3.636,509.625,6188.625,14524.374
Asia,1975,2395376069.0,9.003,339.307,1714.946,4107.939,11.277,56.717,233.64,559.655,-8.228,-1195.041,5564.61,13329.333
Asia,1976,2442681709.0,2.199,90.344,1718.719,4198.284,9.801,54.851,251.57,614.506,14.014,1867.995,6221.575,15197.328
Asia,1977,2489872409.0,6.817,286.187,1801.084,4484.47,18.963,116.53,293.604,731.037,1.794,272.578,6213.132,15469.906
Asia,1978,2536783728.0,9.282,416.25,1931.864,4900.721,10.65,77.859,318.867,808.896,-3.208,-496.21,5902.63,14973.696
Asia,1979,2584916791.0,2.442,119.698,1942.198,5020.419,16.773,135.674,365.416,944.57,2.39,357.807,5931.14,15331.503
Asia,1980,2635334410.0,4.685,235.198,1994.288,5255.617,0.528,4.984,360.317,949.555,-12.231,-1875.244,5106.092,13456.259
Asia,1981,2687793098.0,-3.802,-199.827,1881.019,5055.79,2.39,22.692,361.727,972.247,-11.998,-1614.474,4405.765,11841.785
Asia,1982,2742593626.0,5.674,286.885,1948.037,5342.675,7.738,75.233,381.93,1047.479,-13.994,-1657.083,3713.53,10184.702
Asia,1983,2797881469.0,6.112,326.533,2026.25,5669.208,8.603,90.118,406.592,1137.598,-7.236,-736.957,3376.75,9447.745
Asia,1984,2853170213.0,8.832,500.724,2162.483,6169.933,22.523,256.222,488.516,1393.819,-1.181,-111.575,3272.209,9336.17
Asia,1985,2909856492.0,20.864,1287.272,2562.74,7457.205,101.519,1414.997,965.277,2808.816,2.195,204.937,3278.892,9541.106
Asia,1986,2968294733.0,3.317,247.363,2595.621,7704.567,9.328,262.001,1034.539,3070.817,15.923,1519.273,3726.173,11060.38
Asia,1987,3028624604.0,3.884,299.215,2642.712,8003.782,5.59,171.655,1070.609,3242.472,-0.054,-5.943,3649.986,11054.437
Asia,1988,3089224548.0,4.422,353.903,2705.432,8357.686,5.193,168.366,1104.108,3410.838,11.802,1304.593,4000.69,12359.029
Asia,1989,3149702853.0,6.168,515.541,2817.163,8873.227,4.613,157.35,1132.865,3568.187,5.895,728.618,4155.201,13087.647
Asia,1990,3210563750.0,1.794,159.176,2813.338,9032.402,1.094,39.049,1123.552,3607.237,5.06,662.188,4282.686,13749.835
Asia,1991,3269054085.0,1.327,119.878,2799.672,9152.28,4.085,147.342,1148.521,3754.579,-0.254,-34.972,4195.361,13714.863
Asia,1992,3324377494.0,2.435,222.886,2820.127,9375.166,-2.931,-110.063,1096.3,3644.516,7.459,1023.029,4433.279,14737.893
Asia,1993,3378235529.0,1.737,162.873,2823.379,9538.039,2.585,94.208,1106.709,3738.724,2.761,406.908,4483.051,15144.801
Asia,1994,3431170953.0,5.413,516.331,2930.303,10054.37,0.885,33.094,1099.28,3771.818,2.037,308.491,4503.795,15453.292
